mf_ind,mf,ec,C,H,O,NSP,other,search_m0,search_m,pa_mm_abs,pa_mm_max,pa_mm_rel,major_count,minor_count,major_multi_count,minor_multi_count,p_d1,p_d2,p_dinf,pa_sum_abs,pa_sum_max,pa_sum_rel,tma_m_err_ppm
7607,C28H43O11Cl,HCOCl,28,43,11,0,1,590.2493899,589.24211343312,2,7,0.285714285714286,2,0,0,0,0.589937117882073,0.36950745192001,0.319957792758942,1.30284041166306,1.74516844283789,0.746541353649766,0.400614466251025
7626,C29H33O11Cl,HCOCl,29,33,11,0,1,592.1711396,591.16386313312,3,7.1,0.422535211267606,3,0,0,0,2.58391088666394,1.41387303884667,0.984803974628448,1.32885212171823,1.76772700750735,0.751729263667261,0.61421491154036
7627,C31H41O9Cl,HCOCl,31,41,9,0,1,592.2439106,591.23663413312,3,7.1,0.422535211267606,3,0,0,0,2.56698644999415,1.39531446159024,0.982595682144165,1.35269192047417,1.79697922908235,0.752758795751322,0.206566641855738
7654,C28H33O12Cl,HCOCl,28,33,12,0,1,596.1660542,595.15877773312,3,7.1,0.422535211267606,3,0,0,0,0.349095621611923,0.249479727769983,0.229359269142151,1.622798204422,1.81486102286726,0.89417216193126,0.60833839287781
7656,C29H37O11Cl,HCOCl,29,37,11,0,1,596.2024397,595.19516323312,3,7.1,0.422535211267606,3,0,0,0,0.307179072406143,0.212641016013951,0.186821401119232,1.63361388444901,1.83131440088619,0.892044470167705,0.402510222363032
7657,C30H41O10Cl,HCOCl,30,41,10,0,1,596.2388252,595.23154873312,3,7.1,0.422535211267606,3,0,0,0,0.253710358170792,0.140881757281738,0.103817299008369,1.6444296836853,1.84815296833403,0.889769251712767,0.336148806630244
7666,C28H35O12Cl,HCOCl,28,35,12,0,1,598.1817042,597.17442773312,4,7.1,0.563380281690141,4,0,0,0,0.818923955317587,0.620257124696287,0.605718731880188,1.63694623485208,1.82407160592265,0.897413363344403,0.205717788654986
7667,C29H39O11Cl,HCOCl,29,39,11,0,1,598.2180897,597.21081323312,3,7.1,0.422535211267606,3,0,0,0,0.181470313575119,0.114924686972932,0.100356698036194,1.63361388444901,1.83161657780875,0.891897302219976,0.0290746397789693
7669,C30H43O10Cl,HCOCl,30,43,10,0,1,598.2544753,597.24719883312,3,7.1,0.422535211267606,3,0,0,0,0.224732934264466,0.127984121146717,0.103817299008369,1.6444296836853,1.84845763270278,0.889622599183327,-0.074043052356439
7682,C28H37O12Cl,HCOCl,28,37,12,0,1,600.1973543,599.19007783312,4,7.1,0.563380281690141,4,0,0,0,0.289682825561613,0.175872008227599,0.142150953412056,1.63694623485208,1.82430163188837,0.897300208605107,0.124409931857997
7684,C29H41O11Cl,HCOCl,29,41,11,0,1,600.2337398,599.22646333312,3,7.1,0.422535211267606,3,0,0,0,0.1798100261949,0.114563153113798,0.100356698036194,1.63361388444901,1.83191875275224,0.891750183786639,-0.0583092436941284
7685,C30H45O10Cl,HCOCl,30,45,10,0,1,600.2701253,599.26284883312,2.1,7.1,0.295774647887324,2,1,0,0,0.457974879769608,0.337149552781651,0.319957792758942,1.32828114693984,1.77564673242159,0.74805484823457,-0.165913941777418
7695,C28H39O12Cl,HCOCl,28,39,12,0,1,602.2130044,601.20572793312,2,7.1,0.28169014084507,2,0,0,0,0.480245569255203,0.337880212302586,0.319957792758942,1.30284041166306,1.74528843676671,0.746490026643774,0.0752575150394966
7723,C30H35O11Cl,HCOCl,30,35,11,0,1,606.1867896,605.17951313312,2.1,7.1,0.295774647887324,2,1,0,0,1.15274067409337,0.689797189911501,0.589805603027344,1.32447189092636,1.77509086905047,0.746143149074303,0.721496922226779
7749,C30H39O11Cl,HCOCl,30,39,11,0,1,610.2180897,609.21081323312,3,7.1,0.422535211267606,3,0,0,0,0.315757350996137,0.203680535635988,0.173312306404114,1.6444296836853,1.85049756348599,0.888641906983929,0.241566102446231
7764,C28H33O13Cl,HCOCl,28,33,13,0,1,612.1609688,611.15369233312,4.1,7.1,0.577464788732394,4,1,0,0,0.972143338993192,0.763757148350231,0.751773834228516,1.63694623485208,1.8273403653875,0.895808063926257,0.101212057161375
7767,C29H37O12Cl,HCOCl,29,37,12,0,1,612.1973543,611.19007783312,4,7.1,0.563380281690141,4,0,0,0,0.871059123892337,0.583734559031432,0.550663769245148,1.64880991447717,1.84311687550507,0.894576972513119,-0.0762922425650733
7768,C30H41O11Cl,HCOCl,30,41,11,0,1,612.2337398,611.22646333312,4,7.1,0.563380281690141,4,0,0,0,0.582534832879901,0.427375419995416,0.411643654108047,1.66071114316583,1.85918513068464,0.89324678632422,0.186323518752811
7781,C28H35O13Cl,HCOCl,28,35,13,0,1,614.1766189,613.16934243312,3,7.1,0.422535211267606,3,0,0,0,0.672434287145734,0.394135817227554,0.319957792758942,1.31698844209313,1.75513736775611,0.750362032219089,0.193391013119638
7783,C29H39O12Cl,HCOCl,29,39,12,0,1,614.2130044,613.20572793312,2,7.1,0.28169014084507,2,0,0,0,0.440375664737076,0.335689162312002,0.319957792758942,1.31365609169006,1.7606980255805,0.746099599479562,0.0458187826608917
7784,C30H43O11Cl,HCOCl,30,43,11,0,1,614.2493899,613.24211343312,3,7.1,0.422535211267606,3,0,0,0,0.73122332803905,0.421875016188269,0.319957792758942,1.34075335040689,1.78439387946855,0.751377465386848,-0.137610848956919
7801,C27H33O14Cl,HCOCl,27,33,14,0,1,616.1558834,615.14860693312,2.1,7.1,0.295774647887324,2,1,0,0,0.497996479971334,0.340607341874322,0.319957792758942,1.29735766071826,1.7303720463533,0.749756483556471,-0.00179481124366599
7803,C28H37O13Cl,HCOCl,28,37,13,0,1,616.1922689,615.18499243312,2,7.1,0.28169014084507,2,0,0,0,0.469122847542167,0.336498532202891,0.319957792758942,1.30284041166306,1.74563845666125,0.746340347104231,0.364786255021449
7828,C31H37O11Cl,HCOCl,31,37,11,0,1,620.2024397,619.19516323312,2.1,7.1,0.295774647887324,2,1,0,0,1.07366635976359,0.711912610684997,0.626601338386536,1.33947778260335,1.79079829296097,0.747978031846686,0.121567494752919
7851,C31H41O11Cl,HCOCl,31,41,11,0,1,624.2337398,623.22646333312,2.1,7.1,0.295774647887324,2,1,0,0,0.710898275952786,0.428717056115746,0.319957792758942,1.33528760075569,1.79125834582374,0.745446687725908,0.256508361065614
7862,C31H43O11Cl,HCOCl,31,43,11,0,1,626.2493899,625.24211343312,2,7.1,0.28169014084507,2,0,0,0,0.718228574376553,0.43326666206834,0.319957792758942,1.33528760075569,1.79148837318644,0.745350972264853,0.181711263975092
7873,C30H41O12Cl,HCOCl,30,41,12,0,1,628.2286544,627.22137793312,3.1,7.1,0.436619718309859,3,1,0,0,0.687851639697328,0.413339092234388,0.319957792758942,1.34532445855439,1.78552020422649,0.753463587457528,0.275744897445866
7874,C31H45O11Cl,HCOCl,31,45,11,0,1,628.2650399,627.25776343312,2,7.1,0.28169014084507,2,0,0,0,0.504302050452679,0.342733723876035,0.319957792758942,1.33528760075569,1.79171839915216,0.745255281961467,-0.0630227736844511
7883,C27H31O15Cl,HCOCl,27,31,15,0,1,630.135148,629.12787153312,2,7.1,0.28169014084507,2,0,0,0,0.607228362001479,0.378025278171082,0.319957792758942,1.29202470183373,1.73071495466866,0.74652657177801,0.256173093254483
7885,C28H35O14Cl,HCOCl,28,35,14,0,1,630.1715335,629.16425703312,2,7.1,0.28169014084507,2,0,0,0,0.517592998687178,0.344953314191041,0.319957792758942,1.30284041166306,1.74598847655579,0.746190727577475,0.0916789733783876
7895,C28H37O14Cl,HCOCl,28,37,14,0,1,632.1871835,631.17990703312,2.1,7.1,0.295774647887324,2,1,0,0,0.469066652003676,0.336473258834269,0.319957792758942,1.30284041166306,1.74621850252151,0.746092433324794,-0.00705918473880271
7925,C32H41O11Cl,HCOCl,32,41,11,0,1,636.2337398,635.22646333312,2,7.1,0.28169014084507,2,0,0,0,0.763887213543057,0.460877176373502,0.319957792758942,1.34610331058502,1.80677306838334,0.745031755310305,0.103884742883887
7943,C31H41O12Cl,HCOCl,31,41,12,0,1,640.2286544,639.22137793312,3,7.1,0.422535211267606,3,0,0,0,1.24094909545965,0.814438958217086,0.737578153610229,1.35269192047417,1.80109125527088,0.751040191059466,-0.0342123299476369
7949,C28H31O15Cl,HCOCl,28,31,15,0,1,642.135148,641.12787153312,2,7.1,0.28169014084507,2,0,0,0,1.29723743628711,0.730477936825486,0.574556291103363,1.01414803043008,1.74805487249978,0.580158006699076,0.321881697793272
7951,C30H39O13Cl,HCOCl,30,39,13,0,1,642.207919,641.20064253312,3,7.1,0.422535211267606,3,0,0,0,0.919114402262494,0.496447779489484,0.323713958263397,1.34075335040689,1.78664653014857,0.750430109024078,-0.0945114239864724
7952,C31H43O12Cl,HCOCl,31,43,12,0,1,642.2443045,641.23702803312,3,7.1,0.422535211267606,3,0,0,0,0.640326948137954,0.394936828966832,0.319957792758942,1.35269192047417,1.80132128263358,0.750944283796225,-0.215341301121973
7963,C30H41O13Cl,HCOCl,30,41,13,0,1,644.223569,643.21629253312,2.1,7.1,0.295774647887324,2,1,0,0,0.462507392046973,0.337358855968491,0.319957792758942,1.32942392490804,1.77696948801167,0.748141109837283,0.434205459954413
7982,C32H37O12Cl,HCOCl,32,37,12,0,1,648.1973543,647.19007783312,3.1,7.1,0.436619718309859,3,1,0,0,2.56470791925676,1.39999865723836,0.981435418128967,1.36466792039573,1.81624246202409,0.751368800658306,-0.411390420239821
7984,C33H41O11Cl,HCOCl,33,41,11,0,1,648.2337398,647.22646333312,3,7.1,0.422535211267606,3,0,0,0,2.54791641118936,1.3814677510858,0.980237662792206,1.37668132036924,1.83095412165858,0.75189285415965,-0.426020235361053
7997,C32H41O12Cl,HCOCl,32,41,12,0,1,652.2286544,651.22137793312,3,7.1,0.422535211267606,3,0,0,0,2.03718630899675,1.17431238646511,0.981435418128967,1.36466792039573,1.81670251488686,0.751178527696772,0.137371409774074
8018,C30H37O14Cl,HCOCl,30,37,14,0,1,656.1871835,655.17990703312,3.1,7.1,0.436619718309859,3,1,0,0,0.846948008053005,0.478191351366672,0.326773911714554,1.34608630929142,1.78777285397518,0.752940344909224,0.273436357843612
8025,C30H39O14Cl,HCOCl,30,39,14,0,1,658.2028336,657.19555713312,2,7.1,0.28169014084507,2,0,0,0,0.446977927349508,0.336809305810252,0.319957792758942,1.32447189092636,1.77733373083174,0.745201572417435,-0.167426543465754
8041,C33H39O12Cl,HCOCl,33,39,12,0,1,662.2130044,661.20572793312,3.1,7.1,0.436619718309859,3,1,0,0,2.52918852702715,1.37203769157442,0.980237662792206,1.38125242851675,1.83212413894944,0.753907663325025,-0.878687025037417
8052,C34H45O11Cl,HCOCl,34,45,11,0,1,664.2650399,663.25776343312,2.1,7.1,0.295774647887324,2,1,0,0,0.876914008753374,0.45101040564993,0.319957792758942,1.36773478984833,1.83837511553429,0.743991135590856,-0.196823919530037
8065,C33H45O12Cl,HCOCl,33,45,12,0,1,668.2599546,667.25267813312,2,7.1,0.28169014084507,2,0,0,0,1.80330104962923,1.09751097795673,0.980237662792206,1.01976232975721,1.82306751492433,0.559366189901935,-0.477161767127431
8136,C31H37O15Cl,HCOCl,31,37,15,0,1,684.1820982,683.17482173312,2,7.1,0.28169014084507,2,0,0,0,1.33240386261605,0.739808116405992,0.566573739051819,1.01740431971848,1.79477385315113,0.566870482279536,0.625875671775703
8171,C35H45O12Cl,HCOCl,35,45,12,0,1,692.2599546,691.25267813312,3,7.1,0.422535211267606,3,0,0,0,2.32770943176001,1.25735698687284,0.977729976177216,1.40082054957747,1.86423860024661,0.751416985675637,0.218623552710846
8184,C34H45O13Cl,HCOCl,34,45,13,0,1,696.2548692,695.24759273312,2.1,7.1,0.295774647887324,2,1,0,0,0.62983231828548,0.380678969365289,0.319957792758942,1.36773478984833,1.83962054667063,0.743487450346036,0.0841408147089115
8187,C33H43O14Cl,HCOCl,33,43,14,0,1,698.2341337,697.22685723312,2,7.1,0.28169014084507,2,0,0,0,1.29187856474891,0.700242680889206,0.497517287731171,1.01976232975721,1.82510574883781,0.558741503283618,0.345631116783801
8329,C44H42O7Cl2,HCOCl,44,42,7,0,2,752.230759,751.22348253312,3,9.4,0.319148936170213,3,0,0,0,1.67329531873111,0.915434319210025,0.639915525913239,1.52461048588157,2.6070745686302,0.584797421687338,0.833471328421641
8370,C45H60O6Cl2,HCOCl,45,60,6,0,2,766.376695,765.36941853312,2,9.3,0.21505376344086,2,0,0,0,2.41153946449049,1.24574923404938,0.897626996040344,1.10237299650908,2.68811587430537,0.410091323460503,0.429959608996527
8401,C42H44O10Cl2,HCOCl,42,44,10,0,2,778.231153,777.22387653312,2.1,8.4,0.25,2,1,0,0,1.14667318575084,0.714126230487724,0.639915525913239,1.45426058769226,2.55292233265936,0.569645448703238,0.8542012994483
8406,C44H54O8Cl2,HCOCl,44,54,8,0,2,780.319574,779.31229753312,2.1,9.3,0.225806451612903,2,1,0,0,1.1659259457374,0.720072332447709,0.639915525913239,1.47893941239454,2.5937321720412,0.570197427605122,0.220865765403273
8445,C41H58O11Cl2,HCOCl,41,58,11,0,2,796.335618,795.32834153312,2.1,8.4,0.25,2,1,0,0,0.970759079791605,0.542804637916931,0.443444788455963,1.64287364296615,2.64620400313288,0.620841643736133,-0.786322036874689
8454,C48H58O6Cl2,HCOCl,48,58,6,0,2,800.3610449,799.35376843312,2.1,9.4,0.223404255319149,2,1,0,0,1.21934554516338,0.732533297590872,0.639915525913239,1.51915502548218,2.67151133553125,0.568650039128538,0.573143688044291
8490,C44H50O11Cl2,HCOCl,44,50,11,0,2,824.2730178,823.26574133312,2.2,8.4,0.261904761904762,2,2,0,0,1.84597966820002,0.905174325277661,0.639915525913239,1.48008218919858,2.59269947046414,0.570865310869841,0.640154989327513
8604,C51H52O11Cl2,HCOCl,51,52,11,0,2,910.2886678,909.28139133312,3.1,9.4,0.329787234042553,3,1,0,0,2.76362891844474,1.29443413269201,0.897626996040344,1.65816530352458,2.84480370767415,0.582875120364725,0.967913645111567
