8875	8	3	0.001																																																															
id	mf	name	m_mj0	p_mj0	m_mj1	p_mj1	m_mj2	p_mj2	m_mj3	p_mj3	m_mj4	p_mj4	m_mj5	p_mj5	m_mj6	p_mj6	m_mj7	p_mj7	m_mn0_0	p_mn0_0	m_mn0_1	p_mn0_1	m_mn0_2	p_mn0_2	m_mn1_0	p_mn1_0	m_mn1_1	p_mn1_1	m_mn1_2	p_mn1_2	m_mn2_0	p_mn2_0	m_mn2_1	p_mn2_1	m_mn2_2	p_mn2_2	m_mn3_0	p_mn3_0	m_mn3_1	p_mn3_1	m_mn3_2	p_mn3_2	m_mn4_0	p_mn4_0	m_mn4_1	p_mn4_1	m_mn4_2	p_mn4_2	m_mn5_0	p_mn5_0	m_mn5_1	p_mn5_1	m_mn5_2	p_mn5_2	m_mn6_0	p_mn6_0	m_mn6_1	p_mn6_1	m_mn6_2	p_mn6_2	m_mn7_0	p_mn7_0	m_mn7_1	p_mn7_1	m_mn7_2	p_mn7_2
52	C3H4OCl2		125.9639201	1	126.9672749	0.03244719	127.96097	0.6399155	128.9643249	0.02076346	129.9580199	0.102373	130.9613748	0.003321715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127.9681665	0.002054994	0	0	0	0	0	0	0	0	0	0	129.9652164	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	C6H3OCl		125.9872424	1	126.9905972	0.06489437	127.9842923	0.3199578	128.9876471	0.02076346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127.9914888	0.002054994	127.9939521	0.0017547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	C3H7O3Cl		126.0083718	1	127.0117266	0.03244719	128.0054217	0.3199578	129.0087765	0.01038173	130.0096681	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127.0125888	0.001142777	0	0	0	0	128.0126181	0.006164981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	C2H2O2Cl2		127.9431847	1	128.9465395	0.02163146	129.9402346	0.6399155	130.9435894	0.01384231	131.9372845	0.102373	132.9406393	0.002214476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.947431	0.004109987	0	0	0	0	0	0	0	0	0	0	131.944481	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	C2H2Cl2O2		127.9431847	1	128.9465395	0.02163146	129.9402346	0.6399155	130.9435894	0.01384231	131.9372845	0.102373	132.9406393	0.002214476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.947431	0.004109987	0	0	0	0	0	0	0	0	0	0	131.944481	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	C5HO2Cl		127.966507	1	128.9698618	0.05407864	129.9635569	0.3199578	130.9669117	0.01730288	131.9678032	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.9707533	0.004109987	129.9732166	0.0011698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	C3H6OCl2		127.9795702	1	128.982925	0.03244719	129.9766201	0.6399155	130.9799749	0.02076346	131.97367	0.102373	132.9770248	0.003321715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.9838166	0.002054994	0	0	0	0	0	0	0	0	0	0	131.9808665	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	C6H5OCl		128.0028925	1	129.0062473	0.06489437	129.9999424	0.3199578	131.0032972	0.02076346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130.0071388	0.002054994	130.0096021	0.0017547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	C2H4O2Cl2		129.9588347	1	130.9621896	0.02163146	131.9558846	0.6399155	132.9592395	0.01384231	133.9529345	0.102373	134.9562894	0.002214476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.9630811	0.004109987	0	0	0	0	0	0	0	0	0	0	133.960131	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	C5H3O2Cl		129.982157	1	130.9855119	0.05407864	131.9792069	0.3199578	132.9825618	0.01730288	133.9834533	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.9864034	0.004109987	131.9888667	0.0011698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	C3H8OCl2		129.9952202	1	130.9985751	0.03244719	131.9922701	0.6399155	132.995625	0.02076346	133.9893201	0.102373	134.9926749	0.003321715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.9994666	0.002054994	0	0	0	0	0	0	0	0	0	0	133.9965165	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	C6H7OCl		130.0185425	1	131.0218974	0.06489437	132.0155924	0.3199578	133.0189473	0.02076346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.0227889	0.002054994	132.0252522	0.0017547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	C4HO3Cl		131.9614216	1	132.9647764	0.04326291	133.9584715	0.3199578	134.9618263	0.01384231	135.9627179	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.9656387	0.001142777	0	0	0	0	133.965668	0.006164981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	C5H5O2Cl		131.9978071	1	133.0011619	0.05407864	133.994857	0.3199578	134.9982118	0.01730288	135.9991034	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.0020535	0.004109987	134.0045168	0.0011698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	C6H9OCl		132.0341926	1	133.0375474	0.06489437	134.0312425	0.3199578	135.0345973	0.02076346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.0404693	0.001035119	0	0	134.038439	0.002054994	134.0409023	0.0017547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	CHOCl3		133.9092977	1	134.9126525	0.01081573	135.9063476	0.9598733	136.9097024	0.01038173	137.9033975	0.3071189	138.9067523	0.003321715	139.9004474	0.03275502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.9135441	0.002054994	0	0	0	0	0	0	0	0	0	0	137.910594	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	C4H3O3Cl		133.9770716	1	134.9804265	0.04326291	135.9741215	0.3199578	136.9774764	0.01384231	137.9783679	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.9812887	0.001142777	0	0	0	0	135.981318	0.006164981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	C5H7O2Cl		134.0134571	1	135.016812	0.05407864	136.0105071	0.3199578	137.0138619	0.01730288	138.0147534	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.0177035	0.004109987	136.0201668	0.0011698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	C6H11OCl		134.0498427	1	135.0531975	0.06489437	136.0468926	0.3199578	137.0502474	0.02076346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.0561194	0.001265145	0	0	136.054089	0.002054994	136.0565523	0.0017547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	C4H2OCl2		135.94827	1	136.9516249	0.04326291	137.94532	0.6399155	138.9486748	0.02768461	139.9423699	0.102373	140.9457247	0.004428953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.9525164	0.002054994	0	0	0	0	0	0	0	0	0	0	139.9495663	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	C4H5O3Cl		135.9927217	1	136.9960765	0.04326291	137.9897716	0.3199578	138.9931264	0.01384231	139.994018	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.9969388	0.001142777	0	0	0	0	137.9969681	0.006164981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	C5H9O2Cl		136.0291072	1	137.032462	0.05407864	138.0261571	0.3199578	139.029512	0.01730288	140.0304035	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.035384	0.001035119	0	0	138.0333536	0.004109987	138.0358169	0.0011698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	C6H13OCl		136.0654927	1	137.0688476	0.06489437	138.0625426	0.3199578	139.0658975	0.02076346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.0717695	0.001495172	0	0	138.0697391	0.002054994	138.0722024	0.0017547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	C2H3BrO2		137.9316414	1	138.9349963	0.02163146	139.9295949	0.9727757	140.9329498	0.02104256	141.9338413	0.003998096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.9358878	0.004109987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	C4H4OCl2		137.9639201	1	138.9672749	0.04326291	139.96097	0.6399155	140.9643249	0.02768461	141.9580199	0.102373	142.9613748	0.004428953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.9681665	0.002054994	0	0	0	0	0	0	0	0	0	0	141.9652164	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	C3H3O4Cl		137.9719863	1	138.9753411	0.03244719	139.9690362	0.3199578	140.972391	0.01038173	141.9732825	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.9762033	0.001523703	0	0	0	0	139.9762326	0.008219974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	C4H7O3Cl		138.0083718	1	139.0117266	0.04326291	140.0054217	0.3199578	141.0087765	0.01384231	142.0096681	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.0125888	0.001142777	0	0	0	0	140.0126181	0.006164981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	C5H11O2Cl		138.0447573	1	139.0481121	0.05407864	140.0418072	0.3199578	141.045162	0.01730288	142.0460536	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.051034	0.001265145	0	0	140.0490037	0.004109987	140.0514669	0.0011698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	C3H2O2Cl2		139.9431847	1	140.9465395	0.03244719	141.9402346	0.6399155	142.9435894	0.02076346	143.9372845	0.102373	144.9406393	0.003321715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.947431	0.004109987	0	0	0	0	0	0	0	0	0	0	143.944481	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	C4H6OCl2		139.9795702	1	140.982925	0.04326291	141.9766201	0.6399155	142.9799749	0.02768461	143.97367	0.102373	144.9770248	0.004428953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.9838166	0.002054994	0	0	0	0	0	0	0	0	0	0	143.9808665	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	C3H5O4Cl		139.9876363	1	140.9909912	0.03244719	141.9846862	0.3199578	142.9880411	0.01038173	143.9889326	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.9918534	0.001523703	0	0	0	0	141.9918827	0.008219974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	C7H5OCl		140.0028925	1	141.0062473	0.0757101	141.9999424	0.3199578	143.0032972	0.02422403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.0071388	0.002054994	142.0096021	0.00245658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	C4H9O3Cl		140.0240218	1	141.0273767	0.04326291	142.0210717	0.3199578	143.0244266	0.01384231	144.0253181	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.0282389	0.001142777	141.0302986	0.001035119	0	0	0	0	142.0282682	0.006164981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	C5H13O2Cl		140.0604073	1	141.0637622	0.05407864	142.0574572	0.3199578	143.0608121	0.01730288	144.0617036	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.0666841	0.001495172	0	0	142.0646537	0.004109987	142.067117	0.0011698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	C3H4O2Cl2		141.9588347	1	142.9621896	0.03244719	143.9558846	0.6399155	144.9592395	0.02076346	145.9529345	0.102373	146.9562894	0.003321715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143.9630811	0.004109987	0	0	0	0	0	0	0	0	0	0	145.960131	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	C2H3O5Cl		141.9669009	1	142.9702557	0.02163146	143.9639508	0.3199578	144.9673056	0.006921153	145.9681972	0.003287556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.971118	0.001904628	0	0	0	0	143.9711473	0.01027497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	C6H3O2Cl		141.982157	1	142.9855119	0.06489437	143.9792069	0.3199578	144.9825618	0.02076346	145.9834533	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143.9864034	0.004109987	143.9888667	0.0017547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	C4H8OCl2		141.9952202	1	142.9985751	0.04326291	143.9922701	0.6399155	144.995625	0.02768461	145.9893201	0.102373	146.9926749	0.004428953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143.9994666	0.002054994	0	0	0	0	0	0	0	0	0	0	145.9965165	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	C3H7O4Cl		142.0032864	1	143.0066412	0.03244719	144.0003363	0.3199578	145.0036911	0.01038173	146.0045827	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143.0075035	0.001523703	0	0	0	0	144.0075328	0.008219974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	C7H7OCl		142.0185425	1	143.0218974	0.0757101	144.0155924	0.3199578	145.0189473	0.02422403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.0227889	0.002054994	144.0252522	0.00245658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	C3H6O2Cl2		143.9744848	1	144.9778396	0.03244719	145.9715347	0.6399155	146.9748895	0.02076346	147.9685846	0.102373	148.9719394	0.003321715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.9787312	0.004109987	0	0	0	0	0	0	0	0	0	0	147.9757811	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	C6H5O2Cl		143.9978071	1	145.0011619	0.06489437	145.994857	0.3199578	146.9982118	0.02076346	147.9991034	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.0020535	0.004109987	146.0045168	0.0017547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	C4H10OCl2		144.0108703	1	145.0142251	0.04326291	146.0079202	0.6399155	147.011275	0.02768461	148.0049701	0.102373	149.008325	0.004428953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.017147	0.001150132	0	0	0	0	146.0151167	0.002054994	0	0	0	0	0	0	0	0	0	0	148.0121666	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	C7H9OCl		144.0341926	1	145.0375474	0.0757101	146.0312425	0.3199578	147.0345973	0.02422403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.0404693	0.001035119	0	0	146.038439	0.002054994	146.0409023	0.00245658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96	C2HOCl3		145.9092977	1	146.9126525	0.02163146	147.9063476	0.9598733	148.9097024	0.02076346	149.9033975	0.3071189	150.9067523	0.006643429	151.9004474	0.03275502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.9135441	0.002054994	0	0	0	0	0	0	0	0	0	0	149.910594	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	C5H3O3Cl		145.9770716	1	146.9804265	0.05407864	147.9741215	0.3199578	148.9774764	0.01730288	149.9783679	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.9812887	0.001142777	0	0	147.981318	0.006164981	147.9837813	0.0011698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	C6H7O2Cl		146.0134571	1	147.016812	0.06489437	148.0105071	0.3199578	149.0138619	0.02076346	150.0147534	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.0177035	0.004109987	148.0201668	0.0017547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	C4H12OCl2		146.0265204	1	147.0298752	0.04326291	148.0235703	0.6399155	149.0269251	0.02768461	150.0206202	0.102373	151.023975	0.004428953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.0327971	0.001380159	0	0	0	0	148.0307667	0.002054994	0	0	0	0	0	0	0	0	0	0	150.0278167	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	C7H11OCl		146.0498427	1	147.0531975	0.0757101	148.0468926	0.3199578	149.0502474	0.02422403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.0561194	0.001265145	0	0	148.054089	0.002054994	148.0565523	0.00245658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	C2H3OCl3		147.9249478	1	148.9283026	0.02163146	149.9219977	0.9598733	150.9253525	0.02076346	151.9190476	0.3071189	152.9224024	0.006643429	153.9160975	0.03275502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.9291941	0.002054994	0	0	0	0	0	0	0	0	0	0	151.926244	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	C5H2OCl2		147.94827	1	148.9516249	0.05407864	149.94532	0.6399155	150.9486748	0.03460576	151.9423699	0.102373	152.9457247	0.005536191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.9525164	0.002054994	149.9549797	0.0011698	0	0	0	0	0	0	0	0	0	0	151.9495663	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	C4HO4Cl		147.9563362	1	148.959691	0.04326291	149.9533861	0.3199578	150.9567409	0.01384231	151.9576325	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.9605533	0.001523703	0	0	0	0	149.9605826	0.008219974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	C5H5O3Cl		147.9927217	1	148.9960765	0.05407864	149.9897716	0.3199578	150.9931264	0.01730288	151.994018	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.9969388	0.001142777	0	0	149.9969681	0.006164981	149.9994314	0.0011698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	C3H10O2Cl2		148.0057849	1	149.0091398	0.03244719	150.0028348	0.6399155	151.0061897	0.02076346	151.9998847	0.102373	153.0032396	0.003321715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.0120617	0.001150132	0	0	0	0	150.0100313	0.004109987	0	0	0	0	0	0	0	0	0	0	152.0070812	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	C6H9O2Cl		148.0291072	1	149.032462	0.06489437	150.0261571	0.3199578	151.029512	0.02076346	152.0304035	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.035384	0.001035119	0	0	150.0333536	0.004109987	150.0358169	0.0017547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	C7H13OCl		148.0654927	1	149.0688476	0.0757101	150.0625426	0.3199578	151.0658975	0.02422403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.0717695	0.001495172	0	0	150.0697391	0.002054994	150.0722024	0.00245658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	CHO2Cl3		149.9042123	1	150.9075671	0.01081573	151.9012622	0.9598733	152.9046171	0.01038173	153.8983121	0.3071189	154.901667	0.003321715	155.895362	0.03275502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.9084587	0.004109987	0	0	0	0	0	0	0	0	0	0	153.9055086	0.003945067	0	0	0	0	0	0	0	0	0	0	155.9025585	0.001262255	0	0	0	0	0	0
109	C2H5OCl3		149.9405978	1	150.9439527	0.02163146	151.9376477	0.9598733	152.9410026	0.02076346	153.9346976	0.3071189	154.9380525	0.006643429	155.9317475	0.03275502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.9448442	0.002054994	0	0	0	0	0	0	0	0	0	0	153.9418941	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	C5H4OCl2		149.9639201	1	150.9672749	0.05407864	151.96097	0.6399155	152.9643249	0.03460576	153.9580199	0.102373	154.9613748	0.005536191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.9681665	0.002054994	151.9706298	0.0011698	0	0	0	0	0	0	0	0	0	0	153.9652164	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	C4H3O4Cl		149.9719863	1	150.9753411	0.04326291	151.9690362	0.3199578	152.972391	0.01384231	153.9732825	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150.9762033	0.001523703	0	0	0	0	151.9762326	0.008219974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	C5H7O3Cl		150.0083718	1	151.0117266	0.05407864	152.0054217	0.3199578	153.0087765	0.01730288	154.0096681	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.0125888	0.001142777	0	0	152.0126181	0.006164981	152.0150814	0.0011698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	C6H11O2Cl		150.0447573	1	151.0481121	0.06489437	152.0418072	0.3199578	153.045162	0.02076346	154.0460536	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.051034	0.001265145	0	0	152.0490037	0.004109987	152.0514669	0.0017547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	C7H15OCl		150.0811428	1	151.0844976	0.0757101	152.0781927	0.3199578	153.0815475	0.02422403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.0874195	0.001725198	0	0	152.0853892	0.002054994	152.0878525	0.00245658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	C4H2O2Cl2		151.9431847	1	152.9465395	0.04326291	153.9402346	0.6399155	154.9435894	0.02768461	155.9372845	0.102373	156.9406393	0.004428953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.947431	0.004109987	0	0	0	0	0	0	0	0	0	0	155.944481	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	C5H6OCl2		151.9795702	1	152.982925	0.05407864	153.9766201	0.6399155	154.9799749	0.03460576	155.97367	0.102373	156.9770248	0.005536191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.9838166	0.002054994	153.9862798	0.0011698	0	0	0	0	0	0	0	0	0	0	155.9808665	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	C4H5O4Cl		151.9876363	1	152.9909912	0.04326291	153.9846862	0.3199578	154.9880411	0.01384231	155.9889326	0.002630045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.9918534	0.001523703	0	0	0	0	153.9918827	0.008219974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	C8H5OCl		152.0028925	1	153.0062473	0.08652583	153.9999424	0.3199578	155.0032972	0.02768461	156.006652	0.001048002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.0071388	0.002054994	154.0096021	0.003275439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	C5H9O3Cl		152.0240218	1	153.0273767	0.05407864	154.0210717	0.3199578	155.0244266	0.01730288	156.0253181	0.001972534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.0282389	0.001142777	153.0302986	0.001035119	0	0	154.0282682	0.006164981	154.0307315	0.0011698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	C6H13O2Cl		152.0604073	1	153.0637622	0.06489437	154.0574572	0.3199578	155.0608121	0.02076346	156.0617036	0.001315022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.0666841	0.001495172	0	0	154.0646537	0.004109987	154.067117	0.0017547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
